Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,58.779999,59.299999,58.150002,58.799999,58.799999,1957700
2020-01-03,57.040001,58.209999,56.610001,56.759998,56.759998,3776500
2020-01-06,56.610001,56.610001,54.560001,55.000000,55.000000,4110500
2020-01-07,55.790001,57.060001,55.099998,56.820000,56.820000,2667800
2020-01-08,56.310001,57.610001,56.009998,56.919998,56.919998,2826200
2020-01-09,57.060001,58.180000,56.900002,57.279999,57.279999,2106800
2020-01-10,57.520000,58.090000,56.950001,57.500000,57.500000,1661600
2020-01-13,57.500000,58.389999,57.419998,58.299999,58.299999,2184900
2020-01-14,58.299999,59.189999,57.930000,59.189999,59.189999,1929300
2020-01-15,59.380001,59.799999,58.700001,59.299999,59.299999,3113700
2020-01-16,59.820000,60.490002,59.130001,59.439999,59.439999,2773300
2020-01-17,59.950001,61.349998,59.750000,61.349998,61.349998,1629100
2020-01-20,61.250000,61.770000,60.889999,61.770000,61.770000,1416000
2020-01-21,61.400002,61.549999,59.709999,60.049999,60.049999,2098500
2020-01-22,60.099998,61.040001,58.459999,59.599998,59.599998,2938900
2020-01-23,59.500000,61.230000,57.860001,61.200001,61.200001,1833400
2020-01-24,61.240002,61.490002,59.250000,59.459999,59.459999,1719200
2020-01-27,56.700001,58.130001,56.660000,57.480000,57.480000,2247000
2020-01-28,59.000000,62.669998,58.799999,62.410000,62.410000,5868300
2020-01-29,62.549999,62.869999,59.299999,59.869999,59.869999,3647700
2020-01-30,59.000000,59.779999,57.369999,59.709999,59.709999,4222300
2020-01-31,58.099998,59.680000,57.840000,59.259998,59.259998,2991300
2020-02-03,59.259998,61.250000,58.980000,60.130001,60.130001,2330600
2020-02-04,61.430000,61.759998,60.360001,60.799999,60.799999,1920000
2020-02-05,61.669998,62.000000,61.270000,61.270000,61.270000,2039500
2020-02-06,61.950001,61.950001,58.889999,59.070000,59.070000,3303500
2020-02-07,59.380001,59.450001,56.290001,56.290001,56.290001,4655300
2020-02-10,56.299999,56.900002,55.340000,56.820000,56.820000,3602200
2020-02-11,58.340000,58.919998,57.320000,58.340000,58.340000,2888500
2020-02-12,58.500000,60.549999,58.099998,59.660000,59.660000,2795100
2020-02-13,58.799999,59.189999,57.930000,59.000000,59.000000,2164000
2020-02-14,59.150002,59.790001,58.500000,59.240002,59.240002,1584700
2020-02-17,59.990002,59.990002,58.549999,58.700001,58.700001,1240700
2020-02-18,58.599998,58.599998,57.169998,58.020000,58.020000,1489600
2020-02-19,58.000000,58.770000,57.599998,58.080002,58.080002,1005300
2020-02-20,57.509998,57.860001,55.959999,56.400002,56.400002,2970600
2020-02-21,55.790001,56.209999,54.959999,55.650002,55.650002,2498800
2020-02-26,null,null,null,null,null,null
2020-02-27,47.790001,48.310001,44.520000,45.130001,45.130001,7916100
2020-02-28,44.110001,45.290001,42.549999,44.439999,44.439999,6402400
2020-03-02,45.650002,46.959999,44.340000,45.189999,45.189999,7049000
2020-03-03,45.400002,46.380001,43.669998,44.000000,44.000000,7936300
2020-03-04,46.000000,46.209999,43.509998,44.750000,44.750000,4655600
2020-03-05,43.849998,43.849998,37.700001,38.250000,38.250000,6552000
2020-03-06,34.509998,39.779999,33.799999,38.680000,38.680000,12921400
2020-03-09,36.000000,36.349998,31.549999,32.099998,32.099998,6260300
2020-03-10,36.799999,36.799999,32.900002,36.180000,36.180000,6281500
2020-03-11,33.980000,35.119999,28.480000,30.250000,30.250000,8041000
2020-03-12,20.020000,22.020000,20.000000,20.299999,20.299999,8321300
2020-03-13,24.469999,25.000000,20.299999,24.709999,24.709999,19066500
2020-03-16,17.400000,20.780001,15.580000,15.600000,15.600000,17642100
2020-03-17,16.340000,16.340000,13.720000,15.230000,15.230000,19408600
