Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,19.950001,20.299999,19.950001,20.200001,20.200001,3271300
2020-01-03,20.100000,20.469999,19.990000,20.410000,20.410000,3453700
2020-01-06,20.430000,20.590000,20.139999,20.379999,20.379999,3352400
2020-01-07,20.420000,20.570000,20.070000,20.500000,20.500000,3576300
2020-01-08,20.500000,20.590000,20.290001,20.330000,20.330000,1834500
2020-01-09,20.320000,20.430000,20.010000,20.190001,20.190001,3218200
2020-01-10,20.290001,20.320000,20.059999,20.110001,20.110001,2065900
2020-01-13,20.110001,20.530001,20.080000,20.459999,20.459999,2421400
2020-01-14,20.469999,20.469999,20.150000,20.370001,20.370001,2511900
2020-01-15,20.270000,20.309999,19.790001,20.000000,20.000000,2972900
2020-01-16,20.110001,20.110001,19.570000,19.650000,19.650000,2268600
2020-01-17,19.730000,19.770000,19.459999,19.549999,19.549999,1780500
2020-01-20,19.600000,19.600000,19.240000,19.389999,19.389999,962100
2020-01-21,19.330000,19.410000,18.900000,18.930000,18.930000,2204900
2020-01-22,19.020000,19.250000,18.830000,19.200001,19.200001,2707900
2020-01-23,19.230000,19.230000,18.730000,18.990000,18.990000,2174500
2020-01-24,18.990000,19.049999,18.549999,18.549999,18.549999,1999900
2020-01-27,18.400000,18.400000,18.110001,18.139999,18.139999,2407600
2020-01-28,18.610001,18.780001,18.200001,18.200001,18.200001,2327000
2020-01-29,18.240000,18.440001,18.150000,18.180000,18.180000,2759700
2020-01-30,18.100000,18.170000,17.730000,18.100000,18.100000,2689100
2020-01-31,18.100000,18.240000,17.799999,18.139999,18.139999,3432800
2020-02-03,18.070000,18.410000,17.980000,18.040001,18.040001,3120200
2020-02-04,18.129999,18.370001,18.059999,18.250000,18.250000,2619000
2020-02-05,18.410000,18.740000,18.320000,18.410000,18.410000,4105000
2020-02-06,18.580000,18.740000,18.410000,18.650000,18.650000,3123500
2020-02-07,18.530001,18.620001,18.230000,18.389999,18.389999,2620100
2020-02-10,18.400000,18.850000,18.240000,18.510000,18.510000,2676000
