Date,Open,High,Low,Close,Adj Close,Volume
2019-07-18,34.650002,35.160000,33.900002,34.480000,34.480000,10498300
2019-07-19,34.400002,34.400002,32.900002,33.080002,33.080002,10644400
2019-07-22,32.860001,33.040001,32.349998,32.689999,32.689999,4942800
2019-07-23,32.590000,32.689999,31.969999,32.070000,32.070000,5887800
2019-07-24,31.950001,32.549999,31.850000,32.049999,32.049999,5257200
2019-07-25,32.200001,32.459999,31.309999,31.719999,31.719999,5812200
2019-07-26,31.889999,31.950001,30.900000,31.200001,31.200001,7620500
2019-07-29,31.280001,31.400000,30.450001,30.670000,30.670000,6263000
2019-07-30,30.850000,31.500000,30.400000,31.090000,31.090000,4489400
2019-07-31,31.379999,31.379999,30.510000,30.670000,30.670000,6537300
2019-08-01,30.670000,31.250000,30.150000,30.650000,30.650000,9869600
2019-08-02,30.500000,32.169998,29.959999,30.209999,30.209999,14090200
2019-08-05,30.160000,30.549999,29.290001,30.150000,30.150000,6608000
2019-08-06,30.110001,30.350000,29.750000,30.270000,30.270000,5424500
2019-08-07,30.400000,30.660000,29.809999,30.400000,30.400000,4968700
2019-08-08,30.600000,31.430000,30.370001,31.100000,31.100000,5722700
2019-08-09,32.209999,32.590000,30.160000,30.459999,30.459999,16501500
2019-08-12,30.500000,31.190001,30.190001,30.840000,30.840000,5805900
2019-08-13,30.750000,32.700001,30.750000,32.650002,32.650002,15689700
2019-08-14,32.549999,33.299999,31.879999,32.060001,32.060001,10902300
2019-08-15,32.000000,32.439999,31.129999,31.840000,31.840000,5520000
2019-08-16,32.049999,32.380001,31.350000,32.040001,32.040001,5841100
2019-08-19,32.000000,32.279999,31.660000,31.930000,31.930000,4899300
2019-08-20,31.850000,32.259998,30.950001,31.150000,31.150000,8911200
2019-08-21,31.350000,31.480000,30.350000,30.400000,30.400000,8989400
2019-08-22,30.500000,30.770000,29.400000,29.400000,29.400000,8541300
2019-08-23,29.260000,29.370001,27.549999,28.000000,28.000000,16766100
2019-08-26,28.250000,28.520000,27.590000,28.040001,28.040001,7289800
2019-08-27,28.000000,28.700001,27.920000,28.520000,28.520000,8525400
2019-08-28,28.389999,28.790001,28.040001,28.719999,28.719999,4873200
2019-08-29,28.900000,29.709999,28.750000,29.000000,29.000000,6566800
2019-08-30,29.200001,29.500000,28.620001,29.080000,29.080000,7322900
2019-09-02,29.049999,29.379999,28.870001,29.139999,29.139999,3276800
2019-09-03,29.200001,29.270000,28.410000,28.620001,28.620001,4233100
2019-09-04,28.990000,29.139999,28.500000,28.750000,28.750000,5701800
2019-09-05,29.010000,30.059999,28.950001,29.549999,29.549999,10932100
2019-09-06,29.830000,30.090000,29.469999,29.670000,29.670000,3948100
2019-09-09,29.700001,31.620001,29.379999,31.620001,31.620001,11578700
2019-09-10,31.900000,32.630001,31.150000,31.290001,31.290001,8563300
2019-09-11,31.219999,31.900000,30.660000,30.920000,30.920000,6760700
2019-09-12,31.200001,32.680000,31.040001,32.549999,32.549999,8373400
2019-09-13,32.650002,33.619999,32.650002,33.299999,33.299999,11374900
2019-09-16,32.549999,34.279999,31.959999,34.279999,34.279999,8313100
2019-09-17,33.950001,34.310001,33.500000,34.099998,34.099998,5200500
2019-09-18,33.830002,34.130001,33.209999,33.790001,33.790001,6153000
2019-09-19,34.000000,34.090000,32.990002,32.990002,32.990002,5402200
2019-09-20,32.970001,32.970001,31.549999,31.900000,31.900000,18068600
2019-09-23,31.900000,33.200001,31.900000,32.990002,32.990002,8164400
2019-09-24,32.869999,33.279999,32.380001,32.410000,32.410000,4344700
2019-09-25,32.299999,33.700001,32.110001,33.400002,33.400002,5238500
2019-09-26,33.500000,33.549999,32.840000,33.340000,33.340000,6793000
2019-09-27,33.200001,34.090000,33.060001,33.750000,33.750000,4820900
2019-09-30,33.799999,33.889999,33.000000,33.650002,33.650002,5135600
2019-10-01,33.650002,33.950001,33.160000,33.650002,33.650002,4872600
2019-10-02,33.419998,33.490002,32.500000,32.779999,32.779999,3826900
2019-10-03,32.610001,32.740002,31.940001,32.330002,32.330002,4376200
2019-10-04,32.330002,33.090000,32.040001,32.830002,32.830002,5753700
2019-10-07,32.700001,32.700001,32.000000,32.250000,32.250000,3881900
2019-10-08,32.279999,32.459999,31.600000,31.639999,31.639999,3856100
2019-10-09,31.639999,32.419998,31.570000,32.230000,32.230000,2518400
2019-10-10,32.110001,34.090000,32.060001,33.950001,33.950001,9402600
2019-10-11,34.139999,35.500000,34.099998,35.240002,35.240002,10614800
2019-10-14,34.990002,35.880001,34.619999,34.820000,34.820000,5824200
2019-10-15,34.599998,35.330002,34.160000,35.110001,35.110001,4052400
2019-10-16,35.419998,35.740002,34.310001,34.430000,34.430000,5539400
2019-10-17,34.689999,34.740002,33.830002,34.090000,34.090000,4626100
2019-10-18,34.000000,34.450001,33.630001,33.810001,33.810001,3915800
2019-10-21,33.849998,34.889999,33.830002,34.880001,34.880001,4701200
2019-10-22,35.160000,35.709999,34.759998,34.919998,34.919998,8056100
2019-10-23,35.049999,35.139999,34.419998,34.500000,34.500000,5064600
2019-10-24,34.240002,34.259998,32.959999,32.959999,32.959999,8180200
